creature_name,body_type,color,activity,mood,quirk,full_prompt
"Tempo","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Tempo, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Theo","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Theo, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Theo","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Theo, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Theo","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Theo, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Thor","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Thor, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Thor","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Thor, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Thor","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Thor, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Titi","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Titi, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Titi","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Titi, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Titi","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Titi, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Titi297","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Titi297, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Titi297","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Titi297, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Titi297","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Titi297, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Tomo","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Tomo, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Tomo","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Tomo, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Tomo","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Tomo, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
